doc_id,country,continent,year,boundary_idx
52896050,Nigeria,Africa,2021,14
30989285,South Africa,Africa,2019,15
26124026,Nigeria,Africa,2018,11
117566910,Nigeria,Africa,2024,17
1281840,South Africa,Africa,2012,9
98527535,Nigeria,Africa,2023,15
117944657,Nigeria,Africa,2024,23
15180009,Kenya,Africa,2016,12
52796246,Nigeria,Africa,2021,13
16008708,Ghana,Africa,2016,14
13671703,South Africa,Africa,2016,8
30604059,South Africa,Africa,2019,8
61183481,South Africa,Africa,2019,16
2790051,South Africa,Africa,2014,21
62723955,Kenya,Africa,2021,16
30705570,South Africa,Africa,2019,17
1855383,Nigeria,Africa,2013,17
50220052,Kenya,Africa,2018,14
1851430,Nigeria,Africa,2013,10
52757290,Nigeria,Africa,2021,15
62421923,South Africa,Africa,2020,16
14507150,Nigeria,Africa,2016,16
7496272,South Africa,Africa,2016,11
30285908,Ghana,Africa,2018,17
22406243,Ghana,Africa,2017,13
19860327,Nigeria,Africa,2017,20
40133257,Nigeria,Africa,2018,19
93799858,Nigeria,Africa,2022,13
9893691,South Africa,Africa,2016,13
14001824,South Africa,Africa,2016,13
50809438,Kenya,Africa,2019,10
93581312,Ghana,Africa,2022,28
23244810,Nigeria,Africa,2018,13
63475917,South Africa,Africa,2021,15
63403943,South Africa,Africa,2021,15
1807974,Kenya,Africa,2012,9
3222017,South Africa,Africa,2015,6
61621408,Kenya,Africa,2020,11
30969398,South Africa,Africa,2019,18
113708047,Kenya,Africa,2024,15
50999449,Nigeria,Africa,2019,16
93007429,Nigeria,Africa,2022,19
241111,South Africa,Africa,2013,11
30406817,South Africa,Africa,2019,13
20993379,South Africa,Africa,2017,15
23433211,Kenya,Africa,2018,11
8661140,South Africa,Africa,2016,9
14628347,Ghana,Africa,2016,12
40532078,Nigeria,Africa,2019,15
30503136,South Africa,Africa,2019,17
15821868,Kenya,Africa,2016,12
24623909,South Africa,Africa,2018,10
25074767,Ghana,Africa,2018,8
92877166,Nigeria,Africa,2022,14
103497431,Nigeria,Africa,2023,17
1805528,Ghana,Africa,2012,11
61586743,South Africa,Africa,2020,14
8794667,South Africa,Africa,2016,16
62692595,Kenya,Africa,2021,14
61513018,Kenya,Africa,2020,17
51200664,Nigeria,Africa,2019,3
1886283,Nigeria,Africa,2014,11
52173666,Nigeria,Africa,2020,18
16616862,Ghana,Africa,2017,21
41008176,Nigeria,Africa,2019,23
95389303,Nigeria,Africa,2022,20
61917848,South Africa,Africa,2020,15
100506646,Nigeria,Africa,2023,18
13626303,Nigeria,Africa,2016,11
24960054,Nigeria,Africa,2018,13
15865876,Nigeria,Africa,2016,13
18505602,Nigeria,Africa,2017,15
16613920,Kenya,Africa,2017,17
25163177,Nigeria,Africa,2018,16
395318,South Africa,Africa,2013,6
93493698,Nigeria,Africa,2022,23
92547804,Nigeria,Africa,2022,18
2981287,South Africa,Africa,2015,9
30578054,Ghana,Africa,2019,14
23058969,South Africa,Africa,2018,9
30792312,South Africa,Africa,2019,12
61723885,Kenya,Africa,2020,22
60039889,Tanzania,Africa,2018,14
50618153,Kenya,Africa,2019,16
108616877,Nigeria,Africa,2024,24
63544056,Kenya,Africa,2021,16
118826867,Nigeria,Africa,2024,21
98304735,Nigeria,Africa,2023,20
32824153,Nigeria,Africa,2021,13
62357760,South Africa,Africa,2020,9
50248508,Kenya,Africa,2018,16
97575175,South Africa,Africa,2023,18
92931869,South Africa,Africa,2022,19
95962328,Nigeria,Africa,2022,14
30715217,South Africa,Africa,2019,15
10002387,Nigeria,Africa,2016,16
40421467,Nigeria,Africa,2018,16
51459870,Nigeria,Africa,2020,12
40649514,Nigeria,Africa,2019,13
1891801,Ghana,Africa,2014,9
117877823,Kenya,Africa,2024,18
15015764,Nigeria,Africa,2016,15
1898539,Ghana,Africa,2014,8
40879715,Nigeria,Africa,2019,17
40272988,Nigeria,Africa,2018,11
25467546,Nigeria,Africa,2018,14
15941272,Nigeria,Africa,2016,19
40164055,Nigeria,Africa,2018,18
41240356,Nigeria,Africa,2019,17
51862500,Nigeria,Africa,2020,16
101151640,South Africa,Africa,2023,12
14221729,Nigeria,Africa,2016,12
19966865,South Africa,Africa,2017,18
17199813,Kenya,Africa,2017,14
114431825,Nigeria,Africa,2024,11
53686050,Nigeria,Africa,2022,10
102890237,Kenya,Africa,2023,12
32388840,Ghana,Africa,2020,11
4931039,South Africa,Africa,2015,12
15125745,Nigeria,Africa,2016,15
4918121,South Africa,Africa,2015,11
52941178,Nigeria,Africa,2021,18
109129359,Nigeria,Africa,2024,23
17280581,Nigeria,Africa,2017,18
18796237,Nigeria,Africa,2017,9
24363317,Kenya,Africa,2018,14
117283002,South Africa,Africa,2024,43
50947113,Kenya,Africa,2019,13
52834875,Nigeria,Africa,2021,15
4897424,South Africa,Africa,2015,16
40151482,Nigeria,Africa,2018,14
20353550,Nigeria,Africa,2017,5
40155277,Nigeria,Africa,2018,16
53178451,Nigeria,Africa,2021,17
51774867,Nigeria,Africa,2020,12
95921909,Nigeria,Africa,2022,14
30765281,South Africa,Africa,2019,19
105864110,Nigeria,Africa,2024,17
94627281,South Africa,Africa,2022,8
15710103,South Africa,Africa,2016,15
30007214,South Africa,Africa,2018,10
7754793,Ghana,Africa,2016,15
30705997,South Africa,Africa,2019,20
17991200,Nigeria,Africa,2017,15
92780422,South Africa,Africa,2022,17
105308858,Kenya,Africa,2024,12
20954619,Nigeria,Africa,2017,11
40060435,Nigeria,Africa,2018,18
63460453,Kenya,Africa,2021,24
40481885,Nigeria,Africa,2019,13
18483325,Nigeria,Africa,2017,11
14915080,Nigeria,Africa,2016,12
24325663,South Africa,Africa,2018,11
53133621,Nigeria,Africa,2021,16
21373066,Kenya,Africa,2017,15
19510863,Kenya,Africa,2017,13
105228019,Nigeria,Africa,2024,22
52606770,Nigeria,Africa,2021,13
40044044,Nigeria,Africa,2018,18
22715729,South Africa,Africa,2018,19
63461525,South Africa,Africa,2021,14
41243437,Nigeria,Africa,2019,18
62535384,South Africa,Africa,2021,13
61165759,South Africa,Africa,2019,16
7501267,Ghana,Africa,2016,18
19033780,South Africa,Africa,2017,10
88112133,United States,America,2021,20
108896744,United States,America,2024,16
86319629,United States,America,2020,18
23259972,United States,America,2018,6
102321704,United States,America,2023,17
86008116,United States,America,2020,21
70082511,United States,America,2018,15
1266068,United States,America,2012,11
51272937,Canada,America,2019,19
118422852,Jamaica,America,2024,18
63360449,United States,America,2021,16
93941109,Canada,America,2022,11
14898873,United States,America,2016,16
3922121,United States,America,2015,16
91440027,United States,America,2023,22
1540396,United States,America,2010,13
21512232,United States,America,2017,12
16417548,Canada,America,2017,20
83653326,United States,America,2020,20
43260553,United States,America,2021,11
84778184,United States,America,2020,12
86491019,United States,America,2020,36
97013234,United States,America,2023,12
84683607,United States,America,2020,18
86267453,United States,America,2020,23
84407873,United States,America,2020,26
93088976,Canada,America,2022,20
60524975,Canada,America,2019,12
85830195,United States,America,2020,15
16712257,Canada,America,2017,16
1126188,United States,America,2012,11
90551344,Canada,America,2022,31
114370349,United States,America,2024,13
3682431,United States,America,2015,17
95133047,United States,America,2022,12
90574733,United States,America,2023,30
52664362,United States,America,2021,15
87036460,United States,America,2021,17
2773404,United States,America,2014,15
86608934,United States,America,2021,17
88706140,United States,America,2022,14
87306080,United States,America,2021,15
85663565,United States,America,2020,16
117706060,United States,America,2024,11
118516795,United States,America,2024,16
32505534,United States,America,2021,14
3775586,Canada,America,2015,9
86310661,United States,America,2020,16
952312,Canada,America,2012,10
63569394,United States,America,2021,17
23488694,United States,America,2018,18
31431929,United States,America,2019,15
31455480,United States,America,2019,12
118436037,Canada,America,2024,26
20997159,United States,America,2017,16
85837136,United States,America,2020,18
86332747,United States,America,2020,13
87758209,United States,America,2021,14
80155108,United States,America,2019,18
32657622,United States,America,2021,15
255905,United States,America,2013,14
200254325,United States,America,2024,19
97780147,United States,America,2023,22
92159513,United States,America,2022,11
71048654,Jamaica,America,2019,11
87826515,United States,America,2021,15
1608134,United States,America,2010,10
84588674,United States,America,2020,13
200238089,United States,America,2024,16
60967442,Canada,America,2019,11
98386069,United States,America,2023,11
88114118,United States,America,2021,25
23251520,Canada,America,2018,15
13882576,Canada,America,2016,11
1365669,Canada,America,2010,12
86810564,United States,America,2021,22
90792334,United States,America,2023,18
86339402,United States,America,2020,20
86963391,United States,America,2021,15
32057681,United States,America,2020,12
3407972,United States,America,2015,9
82472457,United States,America,2019,16
85347070,United States,America,2020,12
96678823,Canada,America,2023,14
14851129,United States,America,2016,5
18878776,United States,America,2017,16
1052002,Canada,America,2012,5
33384469,United States,America,2021,11
84272152,United States,America,2020,11
33008219,United States,America,2021,11
84062939,United States,America,2020,18
85742525,United States,America,2020,28
83206670,United States,America,2020,17
87415503,United States,America,2021,15
81712902,United States,America,2019,10
84102896,United States,America,2020,18
118992294,Canada,America,2024,22
117281151,United States,America,2024,12
70226506,United States,America,2018,16
81307877,United States,America,2019,25
16909621,Canada,America,2017,12
87118933,United States,America,2021,19
86691926,United States,America,2021,19
62823484,United States,America,2021,13
88750426,United States,America,2022,14
7679573,Canada,America,2016,14
63761175,United States,America,2022,17
2941955,United States,America,2015,14
7474512,Canada,America,2016,16
117300942,United States,America,2024,28
3968233,Canada,America,2011,15
815155,Canada,America,2012,12
14325516,Canada,America,2016,14
70801633,United States,America,2019,16
20079203,Canada,America,2017,14
98872016,United States,America,2023,24
63551168,United States,America,2021,14
104580063,Canada,America,2023,16
85176002,United States,America,2020,16
89798989,United States,America,2022,10
87450507,United States,America,2021,23
95197995,United States,America,2022,15
200191146,United States,America,2024,13
90234681,United States,America,2022,17
91487828,United States,America,2023,18
73978233,United States,America,2022,16
98408188,United States,America,2023,25
20275185,Canada,America,2017,11
92447574,United States,America,2022,12
86893277,United States,America,2021,19
24811289,United States,America,2018,14
60603785,Canada,America,2019,12
31848229,United States,America,2020,13
87209421,United States,America,2021,20
52941661,United States,America,2021,13
2808306,Canada,America,2014,14
91031859,Canada,America,2022,17
60624518,Canada,America,2019,18
60954491,Canada,America,2019,12
86165274,United States,America,2020,15
2825052,United States,America,2014,13
100448784,United States,America,2023,17
118295479,United States,America,2024,14
90409969,United States,America,2022,15
86109245,United States,America,2020,17
16285424,United States,America,2017,18
22433875,Canada,America,2017,11
85029010,United States,America,2020,10
90070949,United States,America,2022,17
87343229,United States,America,2021,14
84998365,United States,America,2020,14
44035,Canada,America,2013,11
7176024,Canada,America,2016,15
89567212,United States,America,2022,13
13596581,United States,America,2016,10
86223348,United States,America,2020,22
88216414,United States,America,2021,21
88622594,United States,America,2022,13
102398589,United States,America,2023,12
84338590,United States,America,2020,13
82378073,United States,America,2019,11
31497984,United States,America,2019,15
115939987,United States,America,2024,18
96702064,Canada,America,2023,12
86463282,United States,America,2020,21
4819117,Canada,America,2014,16
84766870,United States,America,2020,10
89127993,United States,America,2022,17
33667102,United States,America,2022,12
53675746,United States,America,2022,14
87698278,United States,America,2021,14
87766735,United States,America,2021,17
22588519,Canada,America,2018,7
200267358,United States,America,2024,6
63113597,United States,America,2021,10
62485008,Canada,America,2020,16
31516113,United States,America,2019,15
85541071,United States,America,2020,14
81122653,United States,America,2019,12
89968048,United States,America,2022,22
32517788,United States,America,2021,17
90620950,United States,America,2022,11
23632190,Canada,America,2018,15
31815641,United States,America,2020,19
110090,Canada,America,2013,11
21687604,United States,America,2017,16
113506013,United States,America,2024,22
51976948,Canada,America,2020,10
20705909,United States,America,2017,12
81529633,United States,America,2019,12
1512580,United States,America,2010,12
51972552,Canada,America,2020,14
1507234,United States,America,2010,12
4614985,Jamaica,America,2014,10
7417478,United States,America,2016,16
15004229,United States,America,2016,10
3419778,Canada,America,2015,16
89709782,United States,America,2022,21
53531252,Jamaica,America,2022,13
88001604,United States,America,2021,13
85008447,United States,America,2020,17
87275973,United States,America,2021,15
92600392,United States,America,2022,21
88697953,United States,America,2022,18
95330192,Canada,America,2022,14
32983430,United States,America,2021,12
115521779,United States,America,2024,16
84871219,United States,America,2020,8
51443550,Canada,America,2020,12
70338460,United States,America,2018,14
8375529,United States,America,2016,17
110344614,United States,America,2024,13
86935597,United States,America,2021,11
82268410,United States,America,2019,12
20002090,United States,America,2017,23
112907245,United States,America,2024,24
60537771,Canada,America,2019,15
31745503,United States,America,2020,13
84579162,United States,America,2020,19
70800826,United States,America,2019,20
97373629,United States,America,2023,14
82417590,United States,America,2019,14
97115984,United States,America,2023,5
31729399,United States,America,2020,12
16764706,Canada,America,2017,17
18287700,United States,America,2017,9
82729968,United States,America,2019,9
82797723,United States,America,2019,5
34117553,United States,America,2022,14
89756260,United States,America,2022,10
70123142,United States,America,2018,21
89213246,United States,America,2022,6
104107870,United States,America,2023,18
80115244,United States,America,2019,11
20533741,United States,America,2017,17
88759548,United States,America,2022,14
4268344,Canada,America,2011,13
112367271,United States,America,2024,18
106422003,Canada,America,2024,12
43120523,United States,America,2021,4
88597271,United States,America,2022,16
82218618,United States,America,2019,23
84646729,United States,America,2020,13
85248410,United States,America,2020,12
89844063,United States,America,2022,14
31734245,United States,America,2020,13
32433190,United States,America,2020,14
248129,United States,America,2013,17
73991501,Canada,America,2022,12
93211176,United States,America,2022,12
9189379,sg,Asia,2016,21
52833209,Malaysia,Asia,2021,16
42054675,sg,Asia,2020,16
98177797,India,Asia,2023,8
23870381,India,Asia,2018,17
9609418,Malaysia,Asia,2016,12
30827152,India,Asia,2019,16
40070491,sg,Asia,2018,16
109255328,India,Asia,2024,17
71165042,India,Asia,2019,14
62174147,Sri Lanka,Asia,2020,14
117652385,India,Asia,2024,16
98636163,India,Asia,2023,11
30175516,India,Asia,2018,17
51330536,Pakistan,Asia,2020,18
24417655,sg,Asia,2018,13
14220605,Malaysia,Asia,2016,14
25488754,Sri Lanka,Asia,2018,14
14606764,sg,Asia,2016,15
7574629,Pakistan,Asia,2016,12
41256792,sg,Asia,2019,14
90403552,India,Asia,2022,16
9067598,Philippines,Asia,2016,13
19073974,Malaysia,Asia,2017,16
30250477,India,Asia,2018,18
99098771,India,Asia,2023,20
93826830,sg,Asia,2022,15
74241429,India,Asia,2022,27
2848677,Philippines,Asia,2014,10
104660695,India,Asia,2023,13
71880054,India,Asia,2020,19
16259200,sg,Asia,2017,19
102779722,India,Asia,2023,28
115385825,India,Asia,2024,39
19584208,Philippines,Asia,2017,10
70889188,Philippines,Asia,2019,15
96813222,India,Asia,2023,38
33741208,Philippines,Asia,2022,13
53619379,Philippines,Asia,2022,13
17853335,India,Asia,2017,8
17728902,India,Asia,2017,13
7268656,India,Asia,2016,15
72372518,India,Asia,2020,13
52422019,India,Asia,2021,11
92922564,India,Asia,2022,19
73970197,India,Asia,2022,15
117173258,Philippines,Asia,2024,17
118063233,India,Asia,2024,16
14635011,Pakistan,Asia,2016,12
16711320,Pakistan,Asia,2017,14
2971293,India,Asia,2015,11
394819,India,Asia,2013,11
107788641,Bangladesh,Asia,2024,20
99657575,Malaysia,Asia,2023,21
30161654,India,Asia,2018,13
43324245,India,Asia,2021,14
4364614,India,Asia,2011,14
132838,India,Asia,2013,18
19610368,Philippines,Asia,2017,14
91793952,India,Asia,2022,26
16901410,Malaysia,Asia,2017,13
30077290,India,Asia,2018,17
106121843,India,Asia,2024,20
30681332,India,Asia,2019,10
115270566,India,Asia,2024,22
119301103,Sri Lanka,Asia,2024,17
773250,Sri Lanka,Asia,2012,16
43543788,sg,Asia,2021,18
42142770,sg,Asia,2020,15
18943246,Malaysia,Asia,2017,13
40647325,sg,Asia,2019,15
95147239,Sri Lanka,Asia,2022,8
20129550,India,Asia,2017,20
7502019,sg,Asia,2016,20
100978901,India,Asia,2023,29
40748580,sg,Asia,2019,13
15681859,Philippines,Asia,2016,17
104068053,India,Asia,2023,23
71102984,India,Asia,2019,14
25792675,Hong Kong,Asia,2018,8
94675261,India,Asia,2022,17
108722721,Philippines,Asia,2024,9
74051823,India,Asia,2022,21
2143719,India,Asia,2015,12
8643916,India,Asia,2016,12
14370814,India,Asia,2016,10
21212233,India,Asia,2017,18
109016725,India,Asia,2024,17
25722719,sg,Asia,2018,11
74313898,India,Asia,2022,15
16494884,Malaysia,Asia,2017,12
95959576,India,Asia,2022,12
119431859,India,Asia,2024,19
108127415,Philippines,Asia,2024,17
21204440,Malaysia,Asia,2017,17
21069877,India,Asia,2017,11
2301892,India,Asia,2014,16
18277964,India,Asia,2017,20
92681398,India,Asia,2022,14
18437266,Malaysia,Asia,2017,8
4166609,India,Asia,2011,10
71552053,India,Asia,2020,11
95641055,India,Asia,2022,24
51677556,Pakistan,Asia,2020,11
4677225,Malaysia,Asia,2015,13
8731556,Pakistan,Asia,2016,13
4932736,sg,Asia,2015,12
99819957,Pakistan,Asia,2023,10
90351875,India,Asia,2022,18
18397424,Malaysia,Asia,2017,12
99839432,Pakistan,Asia,2023,19
22819460,sg,Asia,2018,15
60134296,Pakistan,Asia,2018,12
60185593,Pakistan,Asia,2018,12
40412280,sg,Asia,2018,13
3186674,sg,Asia,2015,12
117792264,Pakistan,Asia,2024,10
95126891,India,Asia,2022,22
18096360,sg,Asia,2017,14
71622581,India,Asia,2020,10
8552572,India,Asia,2016,12
14519251,India,Asia,2016,12
753747,India,Asia,2012,14
23610506,Pakistan,Asia,2018,16
21528663,Philippines,Asia,2017,16
945236,India,Asia,2012,7
96581242,India,Asia,2023,19
18494780,Malaysia,Asia,2017,12
91689304,Malaysia,Asia,2022,22
7334884,India,Asia,2016,7
20900809,Malaysia,Asia,2017,15
91442736,Pakistan,Asia,2022,17
3350041,Philippines,Asia,2015,18
40466003,sg,Asia,2019,14
52683787,India,Asia,2021,16
106403039,India,Asia,2024,17
72882909,India,Asia,2021,16
4649015,Pakistan,Asia,2014,17
74308331,India,Asia,2022,32
3443066,Philippines,Asia,2015,21
22367810,Malaysia,Asia,2017,15
22528530,Malaysia,Asia,2018,18
9520418,India,Asia,2016,6
2057021,India,Asia,2013,14
62876407,India,Asia,2021,10
87360194,India,Asia,2021,10
4581790,Malaysia,Asia,2013,10
21350258,Pakistan,Asia,2017,6
96751504,Philippines,Asia,2023,13
97243936,India,Asia,2023,17
14921471,Pakistan,Asia,2016,16
13782795,Pakistan,Asia,2016,13
1675239,India,Asia,2010,15
8853492,India,Asia,2016,11
117363444,India,Asia,2024,22
92525715,India,Asia,2022,12
13806469,sg,Asia,2016,22
26144480,Pakistan,Asia,2018,15
9488495,Malaysia,Asia,2016,14
43256651,Sri Lanka,Asia,2021,18
90679372,sg,Asia,2022,19
107859161,Pakistan,Asia,2024,21
30955003,India,Asia,2019,10
71328491,India,Asia,2019,18
24094213,India,Asia,2018,15
30156913,India,Asia,2018,13
110797182,India,Asia,2024,48
15016724,Philippines,Asia,2016,17
19445531,sg,Asia,2017,21
105629238,India,Asia,2024,32
52451760,Pakistan,Asia,2021,11
30781010,India,Asia,2019,16
98061753,Bangladesh,Asia,2023,10
14373580,India,Asia,2016,18
25781350,India,Asia,2018,11
19012907,India,Asia,2017,16
42007164,sg,Asia,2020,19
109017925,India,Asia,2024,13
74038432,India,Asia,2022,18
7962352,India,Asia,2016,9
98034559,India,Asia,2023,17
70921496,Philippines,Asia,2019,14
94320590,Pakistan,Asia,2022,13
72461576,Philippines,Asia,2020,11
74293083,India,Asia,2022,28
21080747,sg,Asia,2017,21
23855049,Pakistan,Asia,2018,15
7044240,India,Asia,2016,16
21952689,Malaysia,Asia,2017,16
30111547,India,Asia,2018,14
93251092,India,Asia,2022,15
8149644,Pakistan,Asia,2016,18
13876939,Hong Kong,Asia,2016,13
15354618,Pakistan,Asia,2016,9
16748061,Malaysia,Asia,2017,19
115792332,India,Asia,2024,21
106249328,India,Asia,2024,21
30763531,India,Asia,2019,16
8313849,India,Asia,2016,12
19438433,India,Asia,2017,8
110365084,India,Asia,2024,19
24048384,India,Asia,2018,14
90562682,India,Asia,2022,23
25409131,India,Asia,2018,13
92488332,Sri Lanka,Asia,2022,31
101554533,India,Asia,2023,24
22582118,India,Asia,2018,15
32517085,Philippines,Asia,2021,13
16242270,Malaysia,Asia,2017,14
10105302,Malaysia,Asia,2016,13
20622194,Pakistan,Asia,2017,9
86836549,India,Asia,2021,13
41703264,Hong Kong,Asia,2020,15
19068561,Malaysia,Asia,2017,15
25853131,India,Asia,2018,12
40258051,sg,Asia,2018,19
72177812,India,Asia,2020,14
8485587,sg,Asia,2016,12
30374229,India,Asia,2018,18
23173890,India,Asia,2018,20
95814371,Philippines,Asia,2022,42
22007053,India,Asia,2017,15
20828523,Malaysia,Asia,2017,7
111283943,Pakistan,Asia,2024,15
4862573,India,Asia,2015,15
25670030,sg,Asia,2018,13
40861958,Sri Lanka,Asia,2019,17
964160,India,Asia,2012,9
1620934,India,Asia,2010,12
53560633,Philippines,Asia,2022,16
515975,India,Asia,2013,19
98911128,India,Asia,2023,21
104470955,Sri Lanka,Asia,2023,11
19865525,India,Asia,2017,10
62438810,India,Asia,2020,24
31016746,India,Asia,2019,17
92312570,Philippines,Asia,2022,7
25878536,India,Asia,2018,13
16434165,Philippines,Asia,2017,10
112297579,India,Asia,2024,28
40622010,sg,Asia,2019,11
50966949,Pakistan,Asia,2019,12
52856724,Philippines,Asia,2021,11
19120697,sg,Asia,2017,15
105087218,India,Asia,2024,17
98035611,Malaysia,Asia,2023,20
106260933,Philippines,Asia,2024,17
97160972,India,Asia,2023,9
107380316,India,Asia,2024,31
72858143,India,Asia,2021,14
18779329,United Kingdom,Europe,2017,13
15011239,Ireland,Europe,2016,8
106092064,Ireland,Europe,2024,17
20292099,United Kingdom,Europe,2017,20
104747836,United Kingdom,Europe,2024,19
41548662,United Kingdom,Europe,2019,10
43246314,United Kingdom,Europe,2021,11
44200915,United Kingdom,Europe,2022,20
110192826,United Kingdom,Europe,2024,13
107171280,Ireland,Europe,2024,17
94500099,United Kingdom,Europe,2022,16
113484318,United Kingdom,Europe,2024,13
20119282,United Kingdom,Europe,2017,16
109086532,United Kingdom,Europe,2024,11
50596614,United Kingdom,Europe,2019,14
43933357,United Kingdom,Europe,2022,13
90852705,United Kingdom,Europe,2022,21
96450926,United Kingdom,Europe,2023,11
16673877,United Kingdom,Europe,2017,12
100356939,United Kingdom,Europe,2023,24
42021073,United Kingdom,Europe,2020,15
60234204,Ireland,Europe,2018,13
114061579,United Kingdom,Europe,2024,16
9981628,Ireland,Europe,2016,12
102633985,United Kingdom,Europe,2023,13
90878589,United Kingdom,Europe,2022,17
94719599,United Kingdom,Europe,2022,23
102293043,United Kingdom,Europe,2023,20
43378905,United Kingdom,Europe,2021,16
20875027,Ireland,Europe,2017,18
8297452,United Kingdom,Europe,2016,9
42810336,United Kingdom,Europe,2021,11
111688239,United Kingdom,Europe,2024,17
16146517,Ireland,Europe,2016,13
118442731,United Kingdom,Europe,2024,13
44142522,United Kingdom,Europe,2022,20
43486278,United Kingdom,Europe,2021,15
42945396,United Kingdom,Europe,2021,14
23521164,United Kingdom,Europe,2018,16
96982291,Ireland,Europe,2023,21
97474256,Ireland,Europe,2023,18
18102701,Ireland,Europe,2017,8
3474349,Ireland,Europe,2015,17
90077403,United Kingdom,Europe,2022,18
107471459,Ireland,Europe,2024,22
22948763,United Kingdom,Europe,2018,15
41867600,United Kingdom,Europe,2020,13
14795764,United Kingdom,Europe,2016,10
101632551,United Kingdom,Europe,2023,16
91060089,United Kingdom,Europe,2022,20
21844952,Ireland,Europe,2017,14
91014452,Ireland,Europe,2022,15
60057810,Ireland,Europe,2018,16
50322898,United Kingdom,Europe,2019,6
62157777,United Kingdom,Europe,2020,14
15526373,Ireland,Europe,2016,15
23240725,United Kingdom,Europe,2018,11
22702537,United Kingdom,Europe,2018,18
100809748,United Kingdom,Europe,2023,20
4415991,United Kingdom,Europe,2011,15
60625393,Ireland,Europe,2019,7
3401612,United Kingdom,Europe,2015,15
113762363,United Kingdom,Europe,2024,18
1754811,United Kingdom,Europe,2010,13
24860607,United Kingdom,Europe,2018,15
91346229,United Kingdom,Europe,2022,16
62861398,Ireland,Europe,2021,21
33728588,United Kingdom,Europe,2022,17
2872926,United Kingdom,Europe,2014,23
63589754,Ireland,Europe,2021,19
82121042,United Kingdom,Europe,2019,12
43499995,United Kingdom,Europe,2021,12
41501493,United Kingdom,Europe,2019,18
104679384,United Kingdom,Europe,2023,22
72508786,United Kingdom,Europe,2020,16
93001872,United Kingdom,Europe,2022,37
22003042,United Kingdom,Europe,2017,11
94074920,United Kingdom,Europe,2022,24
15727642,Ireland,Europe,2016,22
104965098,United Kingdom,Europe,2024,28
44076473,United Kingdom,Europe,2022,14
909193,United Kingdom,Europe,2012,15
13986478,United Kingdom,Europe,2016,15
18254036,United Kingdom,Europe,2017,12
