benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
blend,letter_country_first,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3083333333,0.2916666667,0.01666666667,1,1,120,120,0,0,0.1166666667,0.95,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_country_first/maple_1b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_country_first/maple_1b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_country_first/maple_1b/seed_41/blend
blend,letter_legacy,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2916666667,0.3166666667,-0.025,0,1,120,120,0,0,0.1666666667,0.9833333333,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_legacy/maple_1b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_legacy/maple_1b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_legacy/maple_1b/seed_41/blend
blend,figure9_1b,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.1333333333,0.125,0.008333333333,1,1,120,120,0,0,0.325,0.3,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_1b/maple_3b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_1b/maple_3b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_1b/maple_3b/seed_41/blend
blend,figure9_3b,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2583333333,0.3,-0.04166666667,0,1,120,120,0,0,0.4166666667,0.475,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_3b/maple_3b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_3b/maple_3b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_3b/maple_3b/seed_41/blend
blend,letter_country_first,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3,0.2916666667,0.008333333333,1,1,120,120,0,0,0.9916666667,0.6916666667,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_country_first/maple_3b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_country_first/maple_3b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_country_first/maple_3b/seed_41/blend
blend,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2833333333,0.25,0.03333333333,1,1,120,120,0,0,0.7916666667,0.3916666667,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_legacy/maple_3b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_legacy/maple_3b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/letter_legacy/maple_3b/seed_41/blend
worldvaluebench,figure9_1b,maple_1b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2527777778,0.1666666667,-0.08611111111,0,1,120,120,0,0,0.5166666667,0.2333333333,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_1b/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_1b/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_1b/maple_1b/seed_41/worldvaluebench
worldvaluebench,figure9_3b,maple_1b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.1694444444,0.4138888889,0.2444444444,1,1,120,120,0,0,0.2333333333,0.2166666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_3b/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_3b/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_3b/maple_1b/seed_41/worldvaluebench
worldvaluebench,letter_country_first,maple_1b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3305555556,0.3805555556,0.05,1,1,120,120,0,0,0.7166666667,0.9916666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench
worldvaluebench,letter_legacy,maple_1b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3777777778,0.375,-0.002777777778,0,1,120,120,0,0,0.4166666667,1,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_legacy/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_legacy/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_legacy/maple_1b/seed_41/worldvaluebench
worldvaluebench,figure9_1b,maple_3b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3055555556,0.1666666667,-0.1388888889,0,1,120,120,0,0,0.4666666667,0.2333333333,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_1b/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_1b/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_1b/maple_3b/seed_41/worldvaluebench
worldvaluebench,figure9_3b,maple_3b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.5527777778,0.2722222222,-0.2805555556,0,1,120,120,0,0,0.3583333333,0.8,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_3b/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_3b/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/figure9_3b/maple_3b/seed_41/worldvaluebench
worldvaluebench,letter_country_first,maple_3b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.375,0.375,0,0,1,120,120,0,0,1,1,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_country_first/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_country_first/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_country_first/maple_3b/seed_41/worldvaluebench
worldvaluebench,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3944444444,0.4333333333,0.03888888889,1,1,120,120,0,0,0.9333333333,0.7666666667,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_legacy/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_legacy/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/worldvaluebench/letter_legacy/maple_3b/seed_41/worldvaluebench
